"Дата создания","Средняя зарплата","дата без времени ","published_at","salary_from Замена","salary_to Замена","salary_from Заменен","salary_to Заменен","name","id","has_test","response_letter_required","salary_currency","created_at","parsed_at","url","employer_name","description","alternate_url","area_id","area_name","salary_gross","Перевод в рубли salary_to","Перевод в рубли salary_from"
"2021","350000","2021-05-02","2021-05-02 21:12:48+00","300000","400000","","","Node.js разработчик для бэкенда, проект txt.me","44305383","","","RUR","2021-05-02 21:12:48+00","2021-05-05 07:04:15.026584+00","https://api.hh.ru/vacancies/44305383?host=hh.ru","txt.me","<p><strong>Мы - </strong>европейская компания, на рынке с 2016 года, работаем в сфере веб-технологий и баг-трекинга. Наша команда международная, офисы в Барселоне и Вильнюсе, многие сотрудники работают удалённо. Рабочие языки - русский и английский.</p> <p><strong>Мы создаем</strong></p> <p>txt.me - это встраиваемый лайв чат нового поколения. Основные отличия: поддерживает аудио и видео звонки, голосовые сообщения, стикеры, показ экрана, интегрированные платежи, бесшовное переключение между устройствами и многое другое.</p> <p><strong>Кого мы ищем. </strong>Нам нужен сильный и самостоятельный Node.js разработчик, который возьмёт на себя развитие серверной части приложения.</p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li> <p>Реализовывать серверную часть для коммуникационного веб-приложения;</p> </li> <li> <p>Принимать участие в техническом проектировании новой функциональности и оптимизации уже существующей;</p> </li> <li> <p>Плотно работать с командой фронтенда;</p> </li> <li> <p>Писать понятный код, поддерживаемый всей командой.</p> </li> </ul> <p><strong>Что важно знать и уметь:</strong></p> <ul> <li> <p>Работать с Node.js;</p> </li> <li> <p>Понимать React;</p> </li> <li> <p>Знать ООП и основные шаблоны проектирования;</p> </li> <li> <p>Знать RDMS и SQL вообще, работать с MySQL/Postgres;</p> </li> <li> <p>Иметь хорошую инженерную подготовку, навыки решения алгоритмических задач;</p> </li> <li> <p>Git: работа с ветками, решение конфликтов;</p> </li> <li> <p>Находить причины ошибок в работе продукта.</p> </li> </ul> <p> </p> <p><strong>Ты лучше других, если</strong></p> <ul> <li> <p>Уже работал в команде на английском;</p> </li> <li> <p>Понимаешь устройство коммуникационных приложений;</p> </li> <li> <p>Работал с MongoDB, Redis, KOA, Jest, Web3, REST API, WebSockets;</p> </li> <li> <p>Умеешь оптимизировать SQL-запросы.</p> </li> <li> <p>Блестяще управляешь временем и самоорганизуешься;</p> </li> <li> <p>Проактивен и непрерывно обучаешься;</p> </li> </ul> <p><strong>О чём мы позаботились</strong></p> <ul> <li> <p>Гибкий график и удалённая работа</p> </li> <li> <p>Медицинская страховка (в т.ч. стоматология)</p> </li> <li> <p>Дружелюбный коллектив</p> </li> <li> <p>Отличный баланс работы и жизни</p> </li> <li> <p>Возможна релокация в наш центральный офис в Барселоне</p> </li> </ul> <p><strong>Хорошая идея</strong> - в сопроводительном письме привести пример фрагмента твоего кода и рассказать о том, почему эта работа для тебя.</p>","https://hh.ru/vacancy/44305383","1","Москва","FALSE","400000","300000"
"2021","110000","2021-05-29","2021-05-29 09:38:09+00","70000","150000","","","Frontend developer (фронтенд разработчик)","44589593","","","RUR","2021-05-29 09:38:09+00","2021-05-31 11:12:05.054685+00","https://api.hh.ru/vacancies/44589593?host=hh.ru","Софтлекс","<p>Наша компания сфокусирована на разработке энтерпрайз решений, крупных банкингов, веб-сервисов, мобильных приложений и чат-ботов.</p> <p>Мы ищем человека, который станет частью нашей команды и будет участвовать в фронтенд разработке наших сервисов и приложений. Работать предстоит как над уникальными клиентскими сервисами в начальной и активной стадии разработки, так и над проектами по поддержке ИТ продуктов.</p> <p><strong>Что предстоит делать:</strong></p> <ul> <li>заниматься разработкой на языке JavaScript, с использованием фреймворка React.JS;</li> <li>участвовать в планировании, демо и ретроспективе в рамках процесса, построенного по методологии scrum;</li> <li>фиксировать результаты своей деятельности в Jira;</li> <li>вести техническую документацию в Confluence;</li> <li>коммитить согласно git-flow в git;</li> <li>при необходимости покрывать код тестами;</li> <li>принимать участие в код и кросс ревью;</li> <li>участвовать в разработке архитектуры проектов.</li> </ul> <p><strong>Что хотим от вас:</strong></p> <ul> <li>глубокие знания JavaScript (понимание багов, фич языка);</li> <li>знания современного стандарта языка;</li> <li>опыт использования фреймворк React (Redux, React-Router, i18n);</li> <li>опыт работы с React Native будет преимуществом;</li> <li>понимание принципа REST-API;</li> <li>понимание взаимодействия браузера с клиентом (HTTP, WS);</li> <li>понимание и знание препроцессоров (Sass/SCSS);</li> <li>умение настройки и использования Webpack/Gulp;</li> <li>умение пользоваться npm/yarn;</li> <li>опыт работы с чужим кодом;</li> <li>опыт работы с Git окружением;</li> <li>стремление писать хороший, качественный код;</li> <li>понимание и соблюдение безопасности приложений будет преимуществом;</li> <li>навык рефакторинга чужого кода;</li> <li>умение оценивать сроки реализации задач;</li> <li>достойный уровень самоорганизации и дисциплины.</li> </ul> <p><strong>Что взамен:</strong></p> <ul> <li>коллектив, всегда готовый помочь и поддержать;</li> <li>конкурентная зарплата, которая пересматривается в зависимости от роста навыков;</li> <li>карьерный и профессиональный рост;</li> <li>работа над интересными и уникальными продуктовыми проектами;</li> <li>комфортный офис в пяти минутах от моря.</li> </ul> <p><strong>Что если нет такого серьезного опыта?</strong></p> <p>Мы рассматриваем специалистов с меньшим опытом в разработке, но большим желанием учиться новому. Поэтому если вы только начинаете, имеете за плечами несколько небольших проектов, то мы с радостью рассмотрим вашу кандидатуру.</p> <p>Также, мы рассматриваем специалистов с опытом работы на Laravel и React Native.</p>","https://hh.ru/vacancy/44589593","53","Краснодар","TRUE","150000","70000"
"2021","210000","2021-06-25","2021-06-25 11:41:23+00","170000","250000","","","Frontend Lead developer (ведущий фронтенд разработчик)","45220069","","","RUR","2021-06-25 11:41:23+00","2021-06-28 07:12:55.292559+00","https://api.hh.ru/vacancies/45220069?host=hh.ru","AppMagic","<p>Мы создаём B2B сервис для аналитики рынка мобильных приложений AppMagic. Нашим сервисом пользуется более 100 компаний по всему миру, включая такие как ByteDance (владелец TikTok), Google, Huuuge Games. Продукт - классный, есть чем гордиться. Команда небольшая, уютная, 15 человек. Проект молодой с большими амбициями, и, соответственно, есть шанс вырасти вместе с компанией.</p> <p>Ищем лида: человека компетентного, способного организовать командную работу: коучить, помогать развиваться, ревьювить код, регулярно переосмысливать технологическое и процессное совершенствование фронтенд разработки в компании.</p> <p>Наш фронтенд отдел небольшой, но растёт.</p> <p><strong>Требования:</strong></p> <ul> <li> <p>хорошее знание Typescript и JavaScript (ES6+), HTML, CSS (SASS)</p> </li> <li> <p>понимание принципов работы REST</p> </li> <li> <p>способность писать модульный и хорошо тестируемый код</p> </li> <li> <p>набор софт-скилов соответствующий позиции лида</p> </li> </ul> <p><strong>Что мы используем:</strong></p> <ul> <li> <p>Фреймворк и компоненты: Typescript, Angular (10+), Storybook, Material, RxJs, Highcharts, Jest, Sass</p> </li> <li> <p>Jira / Confluence</p> </li> <li> <p>Инфраструктура и backend: Gitlab, Docker, Kubernetes, PHP, Golang, Python</p> </li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li> <p>возможность изучать и применять на практике самые современные инструменты и подходы к разработке при поддержке топ-левел специалистов</p> </li> <li> <p>построенный и отлаженный процесс разработки (документация, таск-трекер, автотесты, код ревью, CI/CD окружения)</p> </li> <li> <p>полное отсутствие бюрократии, гибкий график, удаленно</p> </li> </ul> <p>Напишите, пожалуйста, о себе в сопроводительном письме: какие у вас есть скилы, знания, и опыт на релевантных позициях? Что вас в первую очередь характеризует как человека?</p> <p>Ключевые навыки</p>","https://hh.ru/vacancy/45220069","1","Москва","FALSE","250000","170000"
"2021","95000","2021-08-02","2021-08-02 14:04:58+00","70000","120000","","","Middle фронтенд-разработчик Vue (удаленная работа)","46717306","","","RUR","2021-08-02 14:04:58+00","2021-08-03 07:05:24.26659+00","https://api.hh.ru/vacancies/46717306?host=hh.ru","Прогрессив Медиа Девелопмент","<p><strong>Progressive Media</strong> приглашает в штат <strong>Frontend-разработчиков</strong> уровня <strong>middle </strong>или <strong>senior </strong>для работы над высоконагруженными eCommerce-проектами. </p> <p>В настоящее время команда ведёт разработку новой архитектуры на Vue.js (Backend разработан на Битрикс-фреймворке (PHP), интегрируется с фронтом через API).</p> <strong>Обязанности:</strong> <ul> <li>Реализация фронтенда на eCommerce-проекте</li> <li>Интеграция фронтенда (взаимодействие с бэкенд-специалистами)</li> <li>Участие в разработке архитектуры разрабатываемых решений</li> <li>Ведение технической документации по проекту</li> </ul> <strong>Требования:</strong> <ul> <li>Совершенное владение <strong>HTML5</strong>, <strong>CSS3,</strong> знание <strong>JavaScript</strong></li> <li>Обязателен подтвержденный опыт работы с <strong>Vue.js </strong>(и желательно Vuex)</li> <li>Владение <strong>ООП,</strong> знание особенностей поведения браузеров</li> <li>Опыт <strong>адаптивной верстки</strong>, <strong>CSS media queries</strong>, <strong>Bootstrap </strong>4, <strong>Flexbox</strong></li> <li><strong>БЭМ</strong></li> <li>Опыт работы с препроцессорами (<strong>SCSS</strong>) и сборщиками (<strong>gulp, </strong><strong>webpack</strong>)</li> <li>Опыт работы с распределенными системами контроля версий (<strong>GIT</strong>)</li> <li>Основы разработки <strong>REST API</strong></li> </ul> <p><strong><em>Будет плюсом:</em></strong></p> <ul> <li>Глубокое знание <strong>JavaScript</strong></li> <li>Принципы и подходы к разработке архитектуры <strong>SPA</strong>, компонентный подход, опыт разработки SPA</li> <li>Опыт документирования кода</li> </ul> <strong>Условия:</strong> <ul> <li>Возможность работать <strong>удаленно</strong></li> <li><strong>Официальное оформление и белая зарплата</strong></li> <li>Работа в стабильной компании с 14-летней историей - одной из крупнейших на рынке веб-разработки</li> <li><strong>Отлаженные процессы разработки</strong> (Continuous Integration) с использованием системы контроля версий и сервиса деплоймента</li> <li><strong>Грамотные менеджеры с техническим бэкграундом</strong></li> <li>Прозрачная система градации разработчиков с профессиональным, карьерным и финансовым ростом</li> </ul>","https://hh.ru/vacancy/46717306","1","Москва","TRUE","120000","70000"
"2021","130755","2021-06-19","2021-06-19 19:35:07+00","1000","2000","","","Бэкенд разработчик","45579832","","","EUR","2021-06-19 19:35:07+00","2021-06-22 19:12:07.004397+00","https://api.hh.ru/vacancies/45579832?host=hh.ru","ECAPZ","<ul> <li>На удалённую работу для сопровождения транзакционной системы на платформе AWS/Serverless.com/DynamoDB требуется бэкенд-разработчик node.js.</li> </ul> <p><strong>Обязанности:</strong></p> <ul> <li>Tier 2 techical support (техническая поддержка второго эшелона) днём по Москве (9:00-15:00), разработка новых интеграций, взаимодействие с основной командой работающей после 15:00.</li> </ul> <strong>Условия:</strong> <ul> <li>Удалённая работа</li> <li>Рабочий день с 9 до 15 фиксировано и ещё 2 часа в течение дня свободно</li> <li>Зарплата обсуждается в обе стороны, в зависимости от итогового круга задач</li> </ul>","https://hh.ru/vacancy/45579832","1","Москва","FALSE","174340","87170"
"2021","185000","2021-06-25","2021-06-25 09:50:46+00","150000","220000","","","Бэкенд-разработчик (Python)/Middle Python/ Python Developer (Remote)","45742803","","","RUR","2021-06-25 09:50:46+00","2021-06-26 07:07:27.389054+00","https://api.hh.ru/vacancies/45742803?host=hh.ru","ЮТэйр, Авиакомпания","<p><strong>Utair - российская авиакомпания. </strong></p> <p><strong>Мы летаем по 150 направлениям и перевозим ежегодно около 8 млн человек, более 60 из которых доступны только нашим пассажирам. </strong></p> <p>Мы занимаемся разработкой собственных коммерческих сервисов и создаем высоконагруженные проекты, которыми пользуются наши клиенты. Придерживаемся методик CI/CD и меряем наши успехи.</p> <p><strong>Обязанности: </strong></p> <ul> <li> <p>Работать над улучшением коммерческих сервисов авиакомпании;</p> </li> </ul> <ul> <li> <p>Разрабатывать и проектировать отказоустойчивое и высокопроизводительное программное обеспечение, которое легко поддерживать, сопровождать;</p> </li> <li> <p>Оценивать тех. долг и планировать рефакторинг;</p> </li> <li> <p>Участвовать в планировании спринтов. Повышать качественные метрики команды;</p> </li> <li> <p>Наши глобальные цели — 99% uptime, и быстрая поставка в бой сервисов с минимальными затратами на разработку (сокращение time to market).</p> </li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li> <p>не менее 2 -х лет разработки на python;</p> </li> <li> <p>навыки работы с системами мониторинга;</p> </li> <li> <p>желателен опыт проектирования HA/HL систем;</p> </li> <li> <p>понимание основных принципов разработки ПО, automation systems, unit tests</p> </li> </ul> <p><u>хорошее знание: </u></p> <ul> <li> <p>python3</p> </li> <li> <p>asyncio</p> </li> <li> <p>shell</p> </li> <li> <p>git</p> </li> </ul> <ul> <li> <p>flask</p> </li> <li> <p>FastApi</p> </li> <li> <p>celery</p> </li> <li> <p>mongodb</p> </li> <li> <p>kafka</p> </li> </ul> <ul> <li> <p>redis</p> </li> <li> <p>design patterns</p> </li> </ul> <p> </p> <p><strong>Условия: </strong></p> <ul> <li> <p>место работы - удаленно, или в офисе: Москва, Краснодар, Тюмень, Сургут;</p> </li> </ul> <ul> <li> <p>график работы - пятидневная рабочая неделя (на связи с 10 до 17.00 МСК, 8 часов в день);</p> </li> <li> <p>заработная плата - договорная, выплачивается 2 раза в месяц;</p> </li> <li> <p>льготы для сотрудников и членов семьи на авиаперелеты;</p> </li> <li> <p>возможны непродолжительные командировки (не более недели);</p> </li> <li> <p>оплачиваемые больничные и отпуска;</p> </li> <li> <p>возможность участия в реферальной программе по поиску данного специалиста (за выход на работу Бэкенд - разработчика (Python) в отдел проектирования и разработки вознаграждение 140 000 рублей).</p> </li> </ul> <p>Для участия в реферальной программе необходимо написать в адрес ПАО «Авиакомпания «ЮТэйр» на электронную почту, указанную в контактной информации, и мы свяжемся с вами.</p> <p> </p> <p> </p>","https://hh.ru/vacancy/45742803","68","Омск","FALSE","220000","150000"
"2021","185000","2021-06-25","2021-06-25 09:51:17+00","150000","220000","","","Бэкенд-разработчик (Python)/Middle Python/ Python Developer (Remote)","45742825","","","RUR","2021-06-25 09:51:17+00","2021-06-28 07:09:37.806793+00","https://api.hh.ru/vacancies/45742825?host=hh.ru","ЮТэйр, Авиакомпания","<p><strong>Utair - российская авиакомпания. </strong></p> <p><strong>Мы летаем по 150 направлениям и перевозим ежегодно около 8 млн человек, более 60 из которых доступны только нашим пассажирам. </strong></p> <p>Мы занимаемся разработкой собственных коммерческих сервисов и создаем высоконагруженные проекты, которыми пользуются наши клиенты. Придерживаемся методик CI/CD и меряем наши успехи.</p> <p><strong>Обязанности: </strong></p> <ul> <li> <p>Работать над улучшением коммерческих сервисов авиакомпании;</p> </li> </ul> <ul> <li> <p>Разрабатывать и проектировать отказоустойчивое и высокопроизводительное программное обеспечение, которое легко поддерживать, сопровождать;</p> </li> <li> <p>Оценивать тех. долг и планировать рефакторинг;</p> </li> <li> <p>Участвовать в планировании спринтов. Повышать качественные метрики команды;</p> </li> <li> <p>Наши глобальные цели — 99% uptime, и быстрая поставка в бой сервисов с минимальными затратами на разработку (сокращение time to market).</p> </li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li> <p>не менее 2 -х лет разработки на python;</p> </li> <li> <p>навыки работы с системами мониторинга;</p> </li> <li> <p>желателен опыт проектирования HA/HL систем;</p> </li> <li> <p>понимание основных принципов разработки ПО, automation systems, unit tests</p> </li> </ul> <p><u>хорошее знание: </u></p> <ul> <li> <p>python3</p> </li> <li> <p>asyncio</p> </li> <li> <p>shell</p> </li> <li> <p>git</p> </li> </ul> <ul> <li> <p>flask</p> </li> <li> <p>FastApi</p> </li> <li> <p>celery</p> </li> <li> <p>mongodb</p> </li> <li> <p>kafka</p> </li> </ul> <ul> <li> <p>redis</p> </li> <li> <p>design patterns</p> </li> </ul> <p> </p> <p><strong>Условия: </strong></p> <ul> <li> <p>место работы - удаленно, или в офисе: Москва, Краснодар, Тюмень, Сургут;</p> </li> </ul> <ul> <li> <p>график работы - пятидневная рабочая неделя (на связи с 10 до 17.00 МСК, 8 часов в день);</p> </li> <li> <p>заработная плата - договорная, выплачивается 2 раза в месяц;</p> </li> <li> <p>льготы для сотрудников и членов семьи на авиаперелеты;</p> </li> <li> <p>возможны непродолжительные командировки (не более недели);</p> </li> <li> <p>оплачиваемые больничные и отпуска;</p> </li> <li> <p>возможность участия в реферальной программе по поиску данного специалиста (за выход на работу Бэкенд - разработчика (Python) в отдел проектирования и разработки вознаграждение 140 000 рублей).</p> </li> </ul> <p>Для участия в реферальной программе необходимо написать в адрес ПАО «Авиакомпания «ЮТэйр» на электронную почту, указанную в контактной информации, и мы свяжемся с вами.</p> <p> </p> <p> </p>","https://hh.ru/vacancy/45742825","102","Хабаровск","FALSE","220000","150000"
"2021","185000","2021-06-25","2021-06-25 10:06:26+00","150000","220000","","","Бэкенд-разработчик (Python)/Middle Python/ Python Developer (Remote)","45743369","","","RUR","2021-06-25 10:06:26+00","2021-06-28 07:13:37.592969+00","https://api.hh.ru/vacancies/45743369?host=hh.ru","ЮТэйр, Авиакомпания","<p><strong>Utair - российская авиакомпания. </strong></p> <p><strong>Мы летаем по 150 направлениям и перевозим ежегодно около 8 млн человек, более 60 из которых доступны только нашим пассажирам. </strong></p> <p>Мы занимаемся разработкой собственных коммерческих сервисов и создаем высоконагруженные проекты, которыми пользуются наши клиенты. Придерживаемся методик CI/CD и меряем наши успехи.</p> <p><strong>Обязанности: </strong></p> <ul> <li> <p>Работать над улучшением коммерческих сервисов авиакомпании;</p> </li> </ul> <ul> <li> <p>Разрабатывать и проектировать отказоустойчивое и высокопроизводительное программное обеспечение, которое легко поддерживать, сопровождать;</p> </li> <li> <p>Оценивать тех. долг и планировать рефакторинг;</p> </li> <li> <p>Участвовать в планировании спринтов. Повышать качественные метрики команды;</p> </li> <li> <p>Наши глобальные цели — 99% uptime, и быстрая поставка в бой сервисов с минимальными затратами на разработку (сокращение time to market).</p> </li> </ul> <p> </p> <p><strong>Требования:</strong></p> <ul> <li> <p>не менее 2 -х лет разработки на python;</p> </li> <li> <p>навыки работы с системами мониторинга;</p> </li> <li> <p>желателен опыт проектирования HA/HL систем;</p> </li> <li> <p>понимание основных принципов разработки ПО, automation systems, unit tests</p> </li> </ul> <p><u>хорошее знание: </u></p> <ul> <li> <p>python3</p> </li> <li> <p>asyncio</p> </li> <li> <p>shell</p> </li> <li> <p>git</p> </li> </ul> <ul> <li> <p>flask</p> </li> <li> <p>FastApi</p> </li> <li> <p>celery</p> </li> <li> <p>mongodb</p> </li> <li> <p>kafka</p> </li> </ul> <ul> <li> <p>redis</p> </li> <li> <p>design patterns</p> </li> </ul> <p> </p> <p><strong>Условия: </strong></p> <ul> <li> <p>место работы - удаленно, или в офисе: Москва, Краснодар, Тюмень, Сургут;</p> </li> </ul> <ul> <li> <p>график работы - пятидневная рабочая неделя (на связи с 10 до 17.00 МСК, 8 часов в день);</p> </li> <li> <p>заработная плата - договорная, выплачивается 2 раза в месяц;</p> </li> <li> <p>льготы для сотрудников и членов семьи на авиаперелеты;</p> </li> <li> <p>возможны непродолжительные командировки (не более недели);</p> </li> <li> <p>оплачиваемые больничные и отпуска;</p> </li> <li> <p>возможность участия в реферальной программе по поиску данного специалиста (за выход на работу Бэкенд - разработчика (Python) в отдел проектирования и разработки вознаграждение 140 000 рублей).</p> </li> </ul> <p>Для участия в реферальной программе необходимо написать в адрес ПАО «Авиакомпания «ЮТэйр» на электронную почту, указанную в контактной информации, и мы свяжемся с вами.</p> <p> </p> <p> </p>","https://hh.ru/vacancy/45743369","4","Новосибирск","FALSE","220000","150000"
"2021","185000","2021-05-30","2021-05-30 07:10:13+00","120000","250000","","","Бэкенд-разработчик Python/Django","45023459","","","RUR","2021-05-30 07:10:13+00","2021-06-02 07:05:08.277416+00","https://api.hh.ru/vacancies/45023459?host=hh.ru","IT_Selection","<strong>Обязанности:</strong> <ul> <li>Создавать, поддерживать, развивать API.</li> <li>Управлять схемой БД.</li> <li>Настраивать систему поиска (Solr, Elasticsearch).</li> <li>Настраивать интерграции со сторонними сервисами.</li> </ul> <strong>Требования:</strong> <ul> <li>Опыт работы на Python/Django от пяти лет.</li> <li>Знание Python.</li> <li>Знание Django.</li> <li>Знание RESTful API.</li> <li>Опыт работы с PostgreSQL.</li> <li>Опыт работы с поисковыми движками.</li> <li>Знание git flow.</li> <li>Умение работать в команде.</li> </ul> <strong>Условия:</strong> <ul> <li>Работа по договору.</li> <li>Возможность работать удалённо.</li> </ul>","https://hh.ru/vacancy/45023459","2","Санкт-Петербург","FALSE","250000","120000"
"2021","65000","2021-06-21","2021-06-21 13:29:18+00","50000","80000","","","Junior Frontend Developer (Младший фронтенд разработчик)","45615431","","","RUR","2021-06-21 13:29:18+00","2021-06-24 11:00:13.865471+00","https://api.hh.ru/vacancies/45615431?host=hh.ru","Пруффми","<p>Pruffme - это онлайн-сервис для создания и проведения собственных вебинаров, видеоконференций, интерактивных досок, курсов, тестов и опросов. Мы разрабатываем современные инструменты для совместной работы и обучения в режиме реального времени для представителей бизнеса и образования.<br /><br />Малоопытным программистам команда Pruffme предлагает хорошие стартовые возможности для профессионального роста и развития в веб-разработке. Если Вы так же, как и мы, стремитесь создавать классные продукты и услуги, то будем рады увидеть Вас на нашем интервью!</p> <p><br /><strong>Обязанности:</strong></p> <ul> <li> <p>Верстать проекты в команде разработчиков и дизайнеров;</p> </li> <li> <p>Создавать микровзаимодействия, анимации и интерактивные элементы;</p> </li> <li> <p>Оживлять фильтры, слайдеры, модальные окна и прочие элементы интерфейса;</p> </li> <li>Использовать семантическую вёрстку, адаптивность, кроссбраузерность и CSS-препроцессоры;</li> <li>Участвовать в мозговых штурмах и обсуждениях.</li> </ul> <p><br /><strong>Требования:</strong></p> <ul> <li>Опыт работы в web-разработке от 1 года;</li> <li>Хорошие знания JavaScript;</li> <li>Знание основ Node.JS;</li> <li>Уверенные знания HTML и CSS;</li> <li>Уметь сочетать творчество наряду с логикой;</li> <li>Уметь решать несколько задач одновременно;</li> <li>Пунктуальность и повышенное чувство ответственности;</li> <li>Желание изучать новые инструменты и способы работы;</li> <li>Желание изучать корпоративную литературу компании.</li> </ul> <p><br /><strong>Условия:</strong></p> <ul> <li>Готовы выполнить при необходимости тестовое задание;</li> <li>Пройти собеседование с руководителями отделов;</li> <li>Пройти испытательный срок (3 месяца).</li> </ul> <p><br /><strong>Мы предлагаем:</strong></p> <ul> <li>Официальное трудоустройство;</li> <li>Дружная и сплочённая команда;</li> <li>Профессиональное и объективное руководство;</li> <li>Непосредственное участие в создании продукта;</li> <li>Хорошие условия для профессионального роста и развития;</li> <li>Широкие возможности для творчества и экспериментирования;</li> <li>Бесплатные обеды за счёт компании (+ напитки, десерты и фрукты);</li> <li>Современный офис в центре города (м. Петроградская, бизнес-инкубатор);</li> <li>Технически оснащённое рабочее место за счёт компании;</li> <li>Пятидневная рабочая неделя (гибкий график).</li> </ul> <p><br />Мы открытая, добрая, позитивная и профессиональная команда, стремящаяся создавать востребованные продукты и услуги на рынке онлайн-образования и коммуникации! Нам бы очень хотелось видеть в наших рядах человека, способного разделять культуру и ценности компании, нашу философию работы, направленную на долгосрочное, взаимовыгодное и успешное сотрудничество!</p> <p>Мы очень дотошно и скрупулёзно относимся к подбору кандидатов на всех уровнях и этапах: интервью, тестовое задание и испытательный срок. Надеемся, что Вы с должным пониманием отнесётесь к нашим критериям оценки, поскольку со своей стороны, как нам видится, мы предлагаем по-настоящему очень хорошие и выгодные условия работы.</p> <p>Надеемся, что Вы будете именно тем, кого мы ищем!</p> <p>С уважением,<br />Ваша команда Pruffme!</p>","https://hh.ru/vacancy/45615431","2","Санкт-Петербург","FALSE","80000","50000"
"2021","200000","2021-05-31","2021-05-31 11:46:05+00","150000","250000","","","Фронтенд-разработчик","44874501","","","RUR","2021-05-31 11:46:05+00","2021-06-03 02:59:34.38271+00","https://api.hh.ru/vacancies/44874501?host=hh.ru","Скрытый пул","<p>Мы активно расширяемся, открыли офис в Санкт-Петербурге, и в связи с этим нам в штат нужны хорошие фронтенд-разработчики)</p> <p>Большая часть разработки ведется с использованием Angular 11. Но этим мы не ограничиваемся: есть проекты на Vue.js и React Native. Для поддержания качества кода проводим code review, а QA отдел проводит ручное и автоматизированное тестирование продуктов. В разработке используем scrum. Задачи ведем в Jira.</p> <p>Работаем в комфортном офисе в центре города с чаем, PS4 и прочими плюшками. Часть команды удаленная.</p> <p><strong>Необходимые навыки:</strong></p> <ul> <li>HTML, CSS, SASS (навыки кроссбраузерной и адаптивной вёрстки, опыт использования методологий верстки)</li> <li>JavaScript - ES6, Typescript</li> <li>Хорошие знание и опыт использования в реальных проектах одного из фреймворков: Vue.js, React.js или Angular</li> <li>Работа с REST API</li> <li>Git</li> <li>ООП, паттерны проектирования, SOLID</li> <li>Английский язык (чтение и написание тех. документации)</li> <li>Опыт работы в команде</li> </ul> <strong>Будет большим плюсом:</strong> <ul> <li>Понимание принципов построения бэкенда и знание серверных технологий (Node.js, PHP, Ruby, .NET и т. д.)</li> <li>Опыт написания тестов</li> <li>Опыт работы с макетами figma, zeplin</li> </ul>","https://hh.ru/vacancy/44874501","2","Санкт-Петербург","FALSE","250000","150000"
"2021","60000","2021-06-23","2021-06-23 14:01:28+00","0","120000","1","","Бэкенд-разработчик","45689665","","","RUR","2021-06-23 14:01:28+00","2021-06-24 15:08:28.876844+00","https://api.hh.ru/vacancies/45689665?host=hh.ru","Дата 3 Консалтинг","<p>Возможно, что ты тот сотрудник, который очень нужен нам, а тебе нужна именно такая работа. Можно работать удаленно, выполняя</p> <p><strong>Обязанности:</strong></p> <p>Участие в разработке собственного продукта в качестве разработчика Взаимодействие с архитекторами клиента и внешних команд разработки · Разработка интеграций с различными информационными системами заказчика · Разработка API для взаимодействия с frontend-частью продукта, а также нашим мобильным приложением</p> <p>пятидневная рабочая неделя (с 9.0-18.0)</p> <p><strong>Что требуется от тебя:</strong></p> <ul> <li>Знание языка PHP и ООП</li> <li> Опыт работы с Laravel или любым другим MVC фреймворком</li> <li>Опыт написания unit-тестов</li> <li>Умение работать с Git ·</li> <li>Опыт работы с реляционными СУБД (у нас Postgresql)</li> <li> Умение разбираться в чужом коде</li> <li>Умение оценивать трудозатраты на задачи</li> <li>Знание основных нотаций проектирования (например, UML, BPMN, EPC) <p><strong>Что мы предлагаем:</strong></p> </li> <li> <p>Возможность самостоятельно реализовать свой участок работы в проекте и привнести свои знания, опыт и подход в проектную команду</p> </li> <li> <p>Трудоустройство по ТК в динамичную консалтинговую IT компанию </p> </li> <li> <p>Конкурентоспособная компенсация по результатам собеседования</p> </li> </ul>","https://hh.ru/vacancy/45689665","1","Москва","FALSE","120000","0"
